score: 0.0008170677836590062
>> 71 Sobel(FluoTopHat(AbsoluteDifference2(X2, X1)))
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14103,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14104,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14104,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14104,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14104,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14106,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14108,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14111,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14113,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14113,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14114,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14114,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14114,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14115,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14115,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14115,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14117,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14117,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14119,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14120,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14120,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14121,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14121,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14123,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14124,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14124,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14125,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14125,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14127,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14127,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14128,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14130,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14131,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14132,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14132,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14132,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14132,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14132,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14133,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14133,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14134,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14135,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14135,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14135,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14135,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14135,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14136,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14136,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14136,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14136,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14136,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14137,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14137,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14137,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14138,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14139,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14139,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14139,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14140,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14143,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14143,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14143,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14143,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14143,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14145,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14146,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14147,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14148,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14148,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14150,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14150,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14152,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14152,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14152,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14152,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14152,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14153,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14153,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14154,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14154,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14154,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14154,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14154,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14155,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14155,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14158,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14158,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14158,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14158,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14158,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
14160,0.6398852177543085
>> 197366 ThresholdOtsu(FluoTopHat(X4))
34000 14200
35000 14376
36000 14486
37000 14597
38000 14703
39000 14805
40000 14894
14904,0.24634344325895868
>> 12 Dilate(X5)
14905,0.24634344325895868
>> 208256 Max(X5, BitwiseAndMask(Mean(X0, RemoveSmallObjects(X3)), GaussianBlur(X3)))
14907,0.24634344325895868
>> 208258 (X5) + (BitwiseAndMask(Mean(X0, RemoveSmallObjects(X3)), GaussianBlur(X3)))
14908,0.24634344325895868
>> 208260 Mean(X5, BitwiseAndMask(Mean(X0, RemoveSmallObjects(X3)), GaussianBlur(X3)))
14908,0.24634344325895868
>> 208260 Mean(X5, BitwiseAndMask(Mean(X0, RemoveSmallObjects(X3)), GaussianBlur(X3)))
14908,0.24634344325895868
>> 208260 Mean(X5, BitwiseAndMask(Mean(X0, RemoveSmallObjects(X3)), GaussianBlur(X3)))
14910,0.24634344325895868
>> 208271 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), RemoveSmallObjects(X3)), GaussianBlur(X3)))
14911,0.24634344325895868
>> 208296 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), RemoveSmallObjects(X1)), GaussianBlur(X3)))
14912,0.24634344325895868
>> 208317 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), RemoveSmallObjects(X1)), BitwiseOr(X3, Erode(X3))))
14913,0.24634344325895868
>> 208342 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), Kirsch(X1)), BitwiseOr(X3, Erode(X3))))
14913,0.24634344325895868
>> 208342 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), Kirsch(X1)), BitwiseOr(X3, Erode(X3))))
14914,0.24634344325895868
>> 208366 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), Kirsch(X1)), Sharpen(X3)))
14915,0.24634344325895868
>> 208376 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), X5), Sharpen(X3)))
14916,0.24634344325895868
>> 208386 Mean(X5, BitwiseAndMask(Mean(Mean(BinaryInRange(X4), BinaryInRange(X4)), X5), Sharpen(AbsoluteDifference(Kirsch(X1)))))
14917,0.24634344325895868
>> 208404 Mean(X5, BitwiseAndMask(Mean(Mean(Canny(X4), Canny(X4)), X5), Sharpen(AbsoluteDifference(Kirsch(X1)))))
14918,0.24634344325895868
>> 208205 RemoveSmallHoles(Dilate(RelativeDifference(X2)))
14918,0.24634344325895868
>> 208205 RemoveSmallHoles(Dilate(RelativeDifference(X2)))
14919,0.25551273352837667
>> 208425 RemoveSmallHoles(Dilate(BitwiseAnd(X2, Erode(X3))))
14920,0.25551273352837667
>> 208425 RemoveSmallHoles(Dilate(BitwiseAnd(X2, Erode(X3))))
14920,0.25551273352837667
>> 208425 RemoveSmallHoles(Dilate(BitwiseAnd(X2, Erode(X3))))
14921,0.2557380240989164
>> 208449 RemoveSmallHoles(Dilate(BitwiseAnd(X2, log(X3))))
14923,0.2665537826333802
>> 208326 Kirsch(RelativeDifference(BitwiseXor(Kirsch(X1), X1)))
14923,0.2665537826333802
>> 208326 Kirsch(RelativeDifference(BitwiseXor(Kirsch(X1), X1)))
14924,0.2665537826333802
>> 208326 Kirsch(RelativeDifference(BitwiseXor(Kirsch(X1), X1)))
14925,0.2665537826333802
>> 208326 Kirsch(RelativeDifference(BitwiseXor(Kirsch(X1), X1)))
14925,0.2665537826333802
>> 208326 Kirsch(RelativeDifference(BitwiseXor(Kirsch(X1), X1)))
14927,0.2897131793359621
>> 208514 Kirsch(RelativeDifference(BitwiseXor(X4, X1)))
14928,0.3368596646624365
>> 208537 Kirsch(MedianBlur(BitwiseXor(X4, X1)))
14930,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14931,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14933,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14937,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14937,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14937,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14939,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14939,0.34665207797439485
>> 208572 Kirsch(MedianBlur(Kirsch(X1)))
14940,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14942,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14942,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14942,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14943,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14944,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14946,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14946,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14948,0.35822336710447467
>> 208837 Kirsch(MedianBlur(AbsoluteDifference(Kirsch(X1))))
14955,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14962,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14965,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14967,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14968,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14969,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14970,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14970,0.3713085306270255
>> 209131 Kirsch(MedianBlur(AbsoluteDifference(X1)))
14971,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14975,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14975,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14977,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14984,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14992,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14992,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
14998,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15003,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15004,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15010,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15018,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15022,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15022,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15023,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15024,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15042,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15053,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15055,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15056,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15065,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15065,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15067,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15069,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15069,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15069,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15069,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15070,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15070,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15071,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15075,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15078,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15080,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15082,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15084,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15087,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15088,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15088,0.37718953062971405
>> 209562 Kirsch(MedianBlur(Denoizing(X1)))
15089,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15089,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15091,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15097,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15098,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15098,0.3902291724504914
>> 212006 Kirsch(Dilate(Denoizing(X1)))
15099,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15101,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15103,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15104,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15104,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15104,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15106,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15107,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15107,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15107,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15109,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15110,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15114,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15125,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15125,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15133,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15134,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15136,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15136,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15136,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15138,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15138,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15138,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15138,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15141,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15141,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15141,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15141,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15141,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15142,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15142,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15143,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15145,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15151,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15153,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15154,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15154,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15155,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15157,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15158,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15159,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15159,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15162,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15163,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15164,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15164,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15165,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15169,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15169,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15169,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15169,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15170,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15170,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15171,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15171,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15172,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15172,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15172,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15172,0.4322476941503964
>> 212214 Kirsch(Dilate(Denoizing(X5)))
15173,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15173,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15175,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15182,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15185,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15191,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15195,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15196,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
15196,0.4586648085432939
>> 213306 Kirsch((X3) - (X0))
